date,spy_target,tlt_target,gld_target,slv_target,spy_change,tlt_change,gld_change,slv_change,turnover
2023-01-04,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,1.0
2023-01-05,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.003121035193979438
2023-01-06,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.007372044782645484
2023-01-09,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.0022607053896197965
2023-01-10,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.0028795333730852746
2023-01-11,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.009682616238425229
2023-01-12,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.005399973648852363
2023-01-13,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.006595855722713907
2023-01-17,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.007123182627156853
2023-01-18,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.002789596632762334
2023-01-19,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.016444216606576155
2023-01-20,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.0075057450086609065
2023-01-23,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.014520450043884442
2023-01-24,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.0083046507840406
2023-01-25,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.006301186553939173
2023-01-26,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.0017287965917253817
2023-01-27,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.008059580254532267
2023-01-30,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.0029236935586250193
2023-01-31,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.004779013230868136
2023-02-01,0.48,0.32000000000000006,0.13999999999999999,0.06000000000000001,0.0,0.0,0.0,0.0,0.0039018894516459623
2023-02-02,0.568431047014121,0.37895403134274736,0.036830445150192154,0.015784476492939497,0.08843104701412097,0.05895403134274729,-0.10316955484980783,-0.04421552350706051,0.2951081184427957
2023-02-03,0.5648816068778877,0.37658773791859185,0.04097145864246426,0.017559196561056114,-0.0035494401362332617,-0.002366293424155508,0.004141013492272104,0.001774720068116617,0.014907332893217082
2023-02-06,0.5597003134247999,0.37313354228319995,0.04701630100440011,0.02014984328760005,-0.005181293453087821,-0.003454195635391899,0.006044842361935851,0.0025906467265439347,0.019395670645017137
2023-02-07,0.5490698585457802,0.36604657236385346,0.05941849836325649,0.025465070727109927,-0.010630454879019702,-0.007086969919346486,0.012402197358856379,0.005315227439509879,0.03458141664180095
2023-02-08,0.5398540317361836,0.35990268782412244,0.07017029630778578,0.030072984131908197,-0.009215826809596539,-0.006143884539731026,0.010751797944529289,0.0046079134047982695,0.03156376316273865
2023-02-09,0.5376659449806899,0.35844396332045997,0.07272306418919511,0.031167027509655054,-0.0021880867554937566,-0.0014587245036624674,0.002552767881409332,0.0010940433777468575,0.009152299136300002
2023-02-10,0.5448340185583229,0.363222679038882,0.0643603116819565,0.0275829907208385,0.0071680735776330495,0.004778715718422033,-0.008362752507238613,-0.0035840367888165525,0.02371650199801417
2023-02-13,0.5567725801419885,0.371181720094659,0.050431989834346755,0.021613709929005756,0.011938561583665575,0.007959041055776994,-0.01392832184760974,-0.005969280791832746,0.04068294327112053
2023-02-14,0.5647727854818972,0.37651519032126485,0.04109841693778659,0.017613607259051398,0.00800020533990875,0.005333470226605852,-0.009333572896560165,-0.004000102669954358,0.024739166840526374
2023-02-15,0.57,0.38,0.034999999999999996,0.015000000000000003,0.005227214518102707,0.003484809678735157,-0.006098416937786594,-0.0026136072590513953,0.01748339359988826
2023-02-16,0.57,0.38,0.034999999999999996,0.015000000000000003,0.0,0.0,0.0,0.0,0.0062384509249023435
2023-02-17,0.57,0.38,0.034999999999999996,0.015000000000000003,0.0,0.0,0.0,0.0,0.0012132174662369336
2023-02-21,0.57,0.38,0.034999999999999996,0.015000000000000003,0.0,0.0,0.0,0.0,0.004850416854468079
2023-02-22,0.57,0.38,0.034999999999999996,0.015000000000000003,0.0,0.0,0.0,0.0,0.0017521526616621937
